safe_address,tx_fee_eth
0x0000000b71f2d236c38ae51952c46f03b89d0777,0.02887866400000000000
0x00075d9d75ca4a106ce20973228cb422b5ba4294,0.00666513000000000000
0x00095ee93bf983886cea7f797ab862ffe048e512,0.00179142500000000000
0x001314046107e5a8778c8451839c97fde44dcd7b,0.00775847659680000000
0x00143c4a7eda8a484c754f9ad01d7230f6b3481d,0.00607267400000000000
0x0015163c5220154002d7d7033c9cefbc7f36b382,0.01555162919550000000
0x001e5a77c45d5249fce97c7f9f443d090e9e90b6,0.00034554600005759100
0x002184c787c58638d41d7b6f35b38b2a967e5033,0.01479875767148272000
0x0022d1f9dd9ea98ad533a77ad2702edf11d00f3d,0.00361880051330000000
0x0023be15ec9ca7338f22601b24e3de0918f937bb,0.02240492500000000000
0x0028c75eb33f9bd69765bb5c67eefc243d930c35,0.05738878865624089000
0x0031ce5920cbe1e600113d14ca06ac6596fe7466,1.33987992856217888200
0x00389d7811507d27066564b66399b001085ca992,0.00592456000000000000
0x003f5b94ce3da7ad32443a98d21b2e315ed3da2e,0.48562159852252271700
0x0041fa622ccdb77e720ddcfb21e5c11e43957c95,0.06205844100000000000
0x004273fdc24eba58a6bff2d4167efa147227e03d,0.02863350000000000000
0x00463c7704d49e7a966ac256f52d529c3396772a,0.00525804700000000000
0x004b84ed4ac79e15a66a57d98cac4226535af43e,0.00613191960000000000
0x004d2abb6243384ada773e75b0bbc4b2458577a1,0.01072815210000000000
0x005551fe324408c13fe2242e3f921b1b8e937304,0.03037528017148210600
0x005814a1195edaeb2ee599306d9b6a3be54b5e46,0.02583441585065273400
0x0065f3e10eb9c746cd51e6be8908f9fbb9743971,0.00925712500000000000
0x0072135f4e43c6f95a4ee6c4d3e8075f8afd8284,0.00962741000000000000
0x0073ffecbe363838c5131e36745418149c10efa3,0.01313836000000000000
0x0078fb8a4f8482f1b0eef34a1ec86f16b5381956,0.00044583900007740300
0x007b0d0af0a8ef1dac794e73ec28d8c4680e3775,0.08075434255343746500
0x0087892df2e7266c9da7b44dfdc28e2ad7c01a26,0.17002738900153360900
0x008acc4bb1c1060cd81f6f49bc63736c45b22573,0.00171976800000000000
0x009709ad7a776997b8df49e3a55719250940f006,0.58569982204801052600
0x009957da02a14e356f7ae56be2cf75fe22b4168b,0.04906728035278751100
0x009c840544c81e34e0fedfe3861e3d563b5ec017,0.00033688000000000000
0x00a61f8e583c232a251cf73e3751f354e8fd2ede,0.13859465838004262100
0x00adb0e4c11bbe10a694678647a2076f62c12e11,0.01589725240000000000
0x00af175b334c3eabd4aa9da7e9e63393f2c6252b,0.00460695735000000000
0x00af92a1811f05d678b02b403def76a901fd31d4,0.00398635056700000000
0x00b7c23ca76274ed372a2b4c48d6407ac7802481,0.00225788800028223600
0x00b9b11377fd281f0c1a316391e0a68fa8a6ab2c,0.02093002595033811900
0x00c0d5c7d6bdf4b584dd91a8e93c444f3c605a31,0.00518399000000000000
0x00db85157cbf9d4e0a65fcb2751c5232c2bb9e96,0.03639214500000000000
0x00e787f305a087b466848835af2a76197926af22,0.03527848676154870900
0x00f0fbdeea1cdec029ba6025ca726fdcf43e9025,0.00999738802350000000
0x00fc22c62814ca7b3b4e6bab30bee9fe572e6323,0.01061730800000000000
0x00feb309c5d8b423b50fab39bfffac9cb5fca50a,0.01520593250000000000
0x0107e76be248cbdfe5c81495babeff2c9ae07447,0.00962741000000000000
0x010c34da4df35ed456d1210090222f18167381e3,0.02871205000000000000
0x0114ee2238327a1d12c2ceb42921efe314cba6e6,0.11662566410265956100
0x01152049683c9b5751c0c51644be0f0d0e35e1a9,0.00740570000000000000
0x011c10ceb29828202511b95d7b64b661721fbf65,0.48870965849508753300
0x0121eef282d06f3688811415c2ff1260ecb6cf33,0.05584259644832085100
0x0126d8e3c48528e474c38ebdced71c823b43aafa,0.02415410000000000000
0x0130d08437f700c9e96113c2b2aae6996538c1dd,0.00814357443828663200
0x0134839765b6cd67265f484ff2917816c5210b97,0.09929839713367043800
0x01389ea480e6f413ce0380c40279a8c05ce026b4,0.00076150900010878700
0x013dc982fee3d7f4f8149be53cdad3da4adad162,0.01464009560000000000
0x014576a12cbd7847adae722e78e91d9d73c4d632,0.00268164000000000000
0x014615b914f7cc3883c46300af732bf37544d1ab,0.02885686469004101800
0x01561e762727effd1ebafc8633049cc8cc9ac8c7,0.00088954000004447700
0x0166ae6ad2176aa655afa1dfcf32e2a84df417e8,0.00542097240000000000
0x016e055dbb2544e226cc3bfc351b71b3cb95e06c,0.01436405600000000000
0x017af1f02bbc8dfc476cf888861148856565d761,0.00291415200022004500
0x017d443896510e6fd9adfe4cdbdf93c9507344b4,0.02783313407156609900
0x0191131c97e05440d28074b49e503ba0474002a6,0.03552499302405561400
0x01993cb96676f407a8bffa81fe93402d663823ea,0.14020758002706131100
0x019ae0193c29cc7522736f3fd602b57727b44bb4,0.08535536021286145600
0x01a5212208bd7bc53c1f3ee00e1945b95bfeca10,0.00046575000000000000
0x01a83b17005a7eda0a498041c4ba1c55cbd663b7,0.51341864400000000000
0x01ad7d9feed0200f7a17c284b3ed16b909a62993,0.01118297200000000000
0x01b5d3ebe9505def2dadf5b5f48ed6445d99ec02,0.00071657000000000000
0x01b6e2c30b27b3d2e15595e89f2115b139eaf597,0.22442293192000000000
0x01b7f04c26c00fe49136cf2d8b0c08a94949fe2e,0.00389497633895686100
0x01b8af7514b834bcd23e37df2124c83c81f78e8a,0.000064412000000000000000
0x01c375b7a73c1a8b8ed40f55652f18fdc454ff7a,0.00101064000000000000
0x01ce05160862028ecad98107746aee4ea2abab80,0.05731121900000000000
0x01d2e1e1128c4daffbc0458986cd82dd95570b1e,0.00252261202735031000
0x01e093dd0e1602845d269765a1f1c31706288a8b,0.00577416145101102000
0x01eb674fb11dba2cf8fafc4241f7fb015dacb911,0.03613774008880495300
0x01ef26514b9275cfe4ec4cb9552611f29c845963,0.02400223360000000000
0x01fc52611befb933f99357ff06faf0fbe81fcd39,0.28954326789770117000
0x0201cf830eb95755894dabaa169a6a34fb72b9fb,0.00962741000000000000
0x0203f09e46dbbd91e2abda185bf0dca06671692f,0.11901210200000000000
0x021a31164f860210dc85bf32dc4452a28fdd7a21,0.01728603247922168100
0x021e30b6747d22b6d4e07a893887f960d5f0dfd6,0.00379715955000000000
0x022741b366e2d1f5a2f46969eab5e339bb34e666,0.00237262000011863100
0x022db112cf5f2eec0d83951b9967237f9ab84d97,0.02730090300032398900
0x0231df962d3bf106c418bc9b92d29c85307ac033,0.02299485240063848300
0x02352e6dcf0c77577222adee8c63d52243b5c33f,0.16324120629244183500
0x023d5bc7ac871bab2886c5575ba1da7f194e2693,0.00666513000000000000
0x023dc961f318f8747e9143261cd331eeb3c57a98,0.01767687800000000000
0x0240539ec9ec47a9d0dd4c5bc37435093a3c19a2,6.26218402061279049100
0x0241f18377c0bdd9d0b27460e5412c9c1f2b075a,0.00407313500000000000
0x0248f03120c5b3626edbba81cb3ddc03d8b62996,0.01412330090000000000
0x024db5796c3caab34e9c0995a1df17a91eeca6cc,0.01839352390000000000
0x024f80269a9796e0ea87f6dd7fbadb25445d5d99,0.01429748700000000000
0x0253c57a34f3a3ca4a18a5cd2e4648565a2ddb4d,0.01776501100939408300
0x025a0c33dae0725ab84f383bd9afbba8a3c7158b,0.00862280190000000000
0x02636017450f57f1a794defd01f82fdf592efc48,0.00962741000000000000
0x026617a003616c8f4a660db526ac068c7bd12490,0.03936975820000000000
0x026a23eb9f17fa5ff94ebb1dc41212f0075778ab,0.00518399000000000000
0x026fb8af2b0cf30bf87f76c33dfe3afa4dea07b4,0.00321343200000000000
0x0277723652f00b411317b38c1cb8a27d4091eec8,0.02101450289634282800
0x02793f28d31bb55ceccc4c3914acd24552816539,0.33676029499130050800
0x0289eccbf1565a4c5a9d163d4a79481cbedc2c15,0.14199285556612966300
0x0292c27cf707e161e5c27dba4e937f94a9c0f6ea,0.01835053850830000000
0x029600237cfd4d579cca414655a2eef63a9e7e7f,0.02720126848067088400
0x0299539813587e4da979fd911944931420b0dfc1,0.03994303200000000000
0x029aa20dcc15c022b1b61d420aacf7f179a9c73f,2.43945937469508414100
0x029ee44c4999d8f4a820fc93176ba5de63700ac3,0.03055105217148210600
0x02b1630c1a25877131032417fb7a6bcb0cfb4b45,0.00266521600000000000
