safe_address,tx_fee_eth
0x00004ee398ca93038d193dd34e89db467a298536,0.02019589600000000000
0x000310291683d6d6ec198cde36c4cd1383f8bee1,0.01333926980553217600
0x00044c87ddc54536ee05047c6f4f6f831aba988b,0.00105335790000000000
0x0005243dc171f021ab8bc1d666d51c4467b2ccbe,0.00349181694720000000
0x000543d851cd52a6bfd83a1d168d35deae4e3590,0.01687547825178399000
0x000aa9987989de639988caabe4d54b2d2d644a0d,0.05829979143477585300
0x00128492458fdb7f50ffe655153bc91ae06e00f5,0.26113544052616101600
0x0013cefc104698bb40d574e2ae6c822d5d52cff3,0.50864891617987704900
0x00142ac7e7da5ca97b5182ceb02bf665117e0cd4,0.04715201878254570200
0x0019a40f728171f353c5708fe1673d88bc0bbf9a,0.00813651131626552200
0x002258172758541b8337ccee85dd0a6f872c3157,0.00586743747535834700
0x0025a164b7dc87758124ddd12a778a302754980a,0.00895304843957581600
0x00266d6efd40bbc7fd000c28d2470f309a4deddf,0.00274474972800000000
0x0026743ca109b39633b8a4ab77362b08ab761941,0.00547397479511651400
0x0026ee0efb7a83c50a836fa898ef29f991c6afdc,0.00735000180400000000
0x0027a3105733dd5f01defc0a3680365f361dc762,0.01343413300070262100
0x002a5dc50bbb8d5808e418aeeb9f060a2ca17346,0.04826349983368248800
0x002b2c8376f8f2b558609d7e56bf086bbcf7f8e5,0.03570660224314875300
0x0030299ab64bc8ead37fde8fc9b7795038d6b774,0.00481715450162489900
0x0031c8c7711c8f61f428c6da335d44c4a9be4a5c,0.03596559810797955900
0x003626ab1a6ae0f0c4f5967a7f4f5eea3aa225ac,0.07561222900000000000
0x004244a55d2f1041be8238a0e3261ed5064629ba,0.00716570000000000000
0x0043f76ade0be9b6ef787aad76606a86efb676bd,0.02774054753940765500
0x0044df3840960fc1fd4510a4773ca470e4322d15,0.05403010379752599500
0x004853e4476cb510b57fe46baddbf76b91939fb2,0.00264948891220000000
0x004b03288e2ed3d58b3e693dd23a952fb25aaf01,0.00532607133610000000
0x00520907485c41d75da28bedd0702dde57a48810,0.00174126510000000000
0x005505eba4f3e7653bb301b7ce7b7f4fd85fca12,0.00484203883933670500
0x00564b75cad21eda503c9214f1e30aa204390a5c,0.00410173860000000000
0x00574e090ee395eab9fef6aef5a6bc82a0033f14,0.00942495130918872600
0x00599c0f832acc7910cb56d0158147305631d505,0.02143495200000000000
0x005f92aa2a907a91dc138e94d9f7a03c354c8e70,0.01895761754182312600
0x006263cdb30bc000b3f68d11a95d1767d57d0657,0.00440558100000000000
0x0062f81720d5ca31bc6efaefea15307dd51797c9,0.13124602586552572900
0x00683593860e35bea61467a059e0cc416927ecfb,0.02600815569173380000
0x0068673db3f86ea9df037eb368c87826e79f1e4d,0.00387450589230297400
0x006bbf1b85079ccc3369e08d492dc13eb75c0119,0.00554451700000000000
0x006ffd468ec3faeb9a4c52ccd8b92c73c2e9ff04,0.00255156245600000000
0x007352aa207257ad161c827a34497920ed8bbce7,0.04065431877186566400
0x00747ea402633f15bd54e72d1ded56b7ed1880de,0.00421878123566889300
0x0074c917778b4424b9bfb973e8b91037e5329354,0.03287121856464980300
0x0075507a74938d7095de0b61425ebe4899acaf76,0.00711861509161773600
0x0075843a2ab16db75333a96bbb5b8130e0b1a5de,0.01232857444460477800
0x007a2bbed1571ed3ca5126cb8e3bcc01286c5359,0.03284298806521153000
0x0080860bb4deab57afca879deba3ffdad040e3b8,0.01497026074746343200
0x0081ada311aacab9ae06e1d87fec4f63db980fc3,0.00068496926300000000
0x0083206b7bae76c54bacf5abaf998d40f3b3560a,0.01596523016026033700
0x0083e6c97cac29d0b5a93902f25a7217d765f27b,0.00406412950640863800
0x0083ee1912319206106099b52b6d741cb22d21fe,0.05313591358004049700
0x00859d70a27742730893f96626b8c6cf3ca8ced3,0.00381017983047507700
0x0085f54c250908cf7e817c4fef53585f359980a3,0.08770489518637001100
0x00873071e6934ab152639ec1a24dd4786552d598,0.00207768754930000000
0x00890d91e51a81e374f1ab45a7c715e15543e914,0.07375145089754838600
0x009278c9ab42543f08387148e466efd61d6a06bc,0.07719311226514320100
0x0092fc02fb725346808ef707a69143b0a464b204,0.02098291108964553400
0x00983a3771a4f5c230e59612ed3e7f298a226ed9,0.01632105600801954300
0x009b1e443da3abe635b2a6cb982dc7816955e8af,0.02816920395884449600
0x009c7d3b0c638788e3790f47ff2a6fe903acb641,0.10524245515803015800
0x009f78ef7f7433d8d3b6ea51fed051361626d556,0.00069363976000000000
0x00a10ba523324c2f00d5194b595c7636f2ce49c1,0.00522361615750000000
0x00a1f035a269381312c142083b33112a0182475f,0.04791674525920451600
0x00a5d3c3de5eb20934ffb73ecbf211520128d478,0.00222342384639747800
0x00ab2d26d258878d187d26947cd84718e0dc7347,0.00462202582136459500
0x00b0aa3c17abd53baebd9c13ca58dc830358f7fa,0.03445345049113766100
0x00b19fb51e8b8f9e59ac60650ed99390598fd195,0.01457933446489597200
